id,State,Service Providers,Site Description,Star Rating,Website,
1452,QLD,Epic Employment Service Inc,Gayndah,5,,
1453,QLD,Mylestones Employment,Hervey Bay,2,,
1454,QLD,Mylestones Employment,Maryborough,2,,
1455,QLD,Mylestones Employment,Gayndah,2,,
1456,QLD,Advanced Personnel Management,Gympie,5,https://apm.net.au/individuals/disability-employment-services,
1457,QLD,Advanced Personnel Management,Kingaroy,5,https://apm.net.au/individuals/disability-employment-services,
1458,QLD,Advanced Personnel Management,Tin Can Bay,5,https://apm.net.au/individuals/disability-employment-services,
1459,QLD,Advanced Personnel Management,Imbil,4,https://apm.net.au/individuals/disability-employment-services,
1460,QLD,Advanced Personnel Management,Murgon,5,https://apm.net.au/individuals/disability-employment-services,
1461,QLD,Advanced Personnel Management,Rainbow Beach,5,https://apm.net.au/individuals/disability-employment-services,
1462,QLD,Advanced Personnel Management,Nanango,4,https://apm.net.au/individuals/disability-employment-services,
1463,QLD,Advanced Personnel Management,Kilkivan,5,https://apm.net.au/individuals/disability-employment-services,
1464,QLD,Australian Red Cross,Gympie,5,https://www.redcross.org.au/,
1465,QLD,Australian Red Cross,Kingaroy,3,https://www.redcross.org.au/,
1466,QLD,Australian Red Cross,Nanango,1,https://www.redcross.org.au/,
1467,QLD,Australian Red Cross,Cherbourg,2,https://www.redcross.org.au/,
1468,QLD,Australian Red Cross,Murgon,3,https://www.redcross.org.au/,
1469,QLD,Australian Red Cross,Wondai,3,https://www.redcross.org.au/,
1470,QLD,Australian Red Cross,Widgee,3,https://www.redcross.org.au/,
1471,QLD,Australian Red Cross,Imbil,3,https://www.redcross.org.au/,
1472,QLD,Australian Red Cross,Rainbow Beach,3,https://www.redcross.org.au/,
1473,QLD,Australian Red Cross,Kilkivan,3,https://www.redcross.org.au/,
1474,QLD,Australian Red Cross,Goomeri,3,https://www.redcross.org.au/,
1475,QLD,Australian Red Cross,Blackbutt,3,https://www.redcross.org.au/,
1476,QLD,STEPS Employment,Gympie,3,,
1477,QLD,STEPS Employment,Murgon,3,,
1478,QLD,Advanced Personnel Management,Gympie,5,https://apm.net.au/individuals/disability-employment-services,
1479,QLD,Advanced Personnel Management,Kingaroy,5,https://apm.net.au/individuals/disability-employment-services,
1480,QLD,Advanced Personnel Management,Nanango,5,https://apm.net.au/individuals/disability-employment-services,
1481,QLD,Advanced Personnel Management,Murgon,5,https://apm.net.au/individuals/disability-employment-services,
1482,QLD,Advanced Personnel Management,Tin Can Bay,4,https://apm.net.au/individuals/disability-employment-services,
1483,QLD,Advanced Personnel Management,Imbil,5,https://apm.net.au/individuals/disability-employment-services,
1484,QLD,Advanced Personnel Management,Rainbow Beach,5,https://apm.net.au/individuals/disability-employment-services,
1485,QLD,Advanced Personnel Management,Kilkivan,5,https://apm.net.au/individuals/disability-employment-services,
1486,QLD,Jobmatch Employment,Gympie,3,,
1487,QLD,Jobmatch Employment,Kingaroy,3,,
1488,QLD,Jobmatch Employment,Nanango,2,,
1489,QLD,Jobmatch Employment,Tin Can Bay,2,,
1490,QLD,Jobmatch Employment,Murgon,2,,
1491,QLD,Jobmatch Employment,Imbil,3,,
1492,QLD,Advanced Personnel Management,Toowoomba,5,https://apm.net.au/individuals/disability-employment-services,
1493,QLD,Advanced Personnel Management,Gatton,3,https://apm.net.au/individuals/disability-employment-services,
1494,QLD,Advanced Personnel Management,Oakey,1,https://apm.net.au/individuals/disability-employment-services,
1495,QLD,Advanced Personnel Management,Yarraman,1,https://apm.net.au/individuals/disability-employment-services,
1496,QLD,Advanced Personnel Management,Millmerran,2,https://apm.net.au/individuals/disability-employment-services,
1497,QLD,Advanced Personnel Management,Crows Nest,3,https://apm.net.au/individuals/disability-employment-services,
1498,QLD,Advanced Personnel Management,Pittsworth,2,https://apm.net.au/individuals/disability-employment-services,
1499,QLD,Advanced Personnel Management,Laidley,4,https://apm.net.au/individuals/disability-employment-services,
1500,QLD,MAX Employment,Toowoomba,2,,
1501,QLD,MAX Employment,Gatton,4,,
1502,QLD,MAX Employment,Oakey,1,,
1503,QLD,MAX Employment,Crows Nest,3,,
1504,QLD,Uniting Care Community Employment Service,Toowoomba,4,,
1505,QLD,Uniting Care Community Employment Service,Laidley,2,,
1506,QLD,Uniting Care Community Employment Service,Gatton,2,,
1507,QLD,Uniting Care Community Employment Service,Crows Nest,3,,
1508,QLD,Uniting Care Community Employment Service,Pittsworth,3,,
1509,QLD,Uniting Care Community Employment Service,Oakey,3,,
1510,QLD,Advanced Personnel Management,Toowoomba,5,https://apm.net.au/individuals/disability-employment-services,
1511,QLD,Advanced Personnel Management,Gatton,4,https://apm.net.au/individuals/disability-employment-services,
1512,QLD,Advanced Personnel Management,Oakey,3,https://apm.net.au/individuals/disability-employment-services,
1513,QLD,Advanced Personnel Management,Millmerran,1,https://apm.net.au/individuals/disability-employment-services,
1514,QLD,Advanced Personnel Management,Crows Nest,4,https://apm.net.au/individuals/disability-employment-services,
1515,QLD,Advanced Personnel Management,Laidley,4,https://apm.net.au/individuals/disability-employment-services,
1516,QLD,Advanced Personnel Management,Yarraman,4,https://apm.net.au/individuals/disability-employment-services,
1517,QLD,Advanced Personnel Management,Pittsworth,4,https://apm.net.au/individuals/disability-employment-services,
1518,QLD,MAX Employment,Toowoomba,3,,
1519,QLD,MAX Employment,Gatton,4,,
1520,QLD,MAX Employment,Oakey,3,,
1521,QLD,MAX Employment,Crows Nest,3,,
1522,QLD,Uniting Care Community Employment Service,Toowoomba,3,,
1523,QLD,Uniting Care Community Employment Service,Laidley,3,,
1524,QLD,Uniting Care Community Employment Service,Gatton,4,,
1525,QLD,Uniting Care Community Employment Service,Oakey,3,,
1526,QLD,Uniting Care Community Employment Service,Crows Nest,3,,
1527,QLD,Uniting Care Community Employment Service,Pittsworth,3,,
1528,QLD,Advanced Personnel Management,Warwick,3,https://apm.net.au/individuals/disability-employment-services,
1529,QLD,Advanced Personnel Management,Stanthorpe,3,https://apm.net.au/individuals/disability-employment-services,
1530,QLD,Advanced Personnel Management,St George,3,https://apm.net.au/individuals/disability-employment-services,
1531,QLD,BEST Employment Ltd,Warwick,2,https://www.best.com.au/,
1532,QLD,BEST Employment Ltd,Goondiwindi,1,https://www.best.com.au/,
1533,QLD,BEST Employment Ltd,Stanthorpe,3,https://www.best.com.au/,
1534,QLD,Artius Pty Ltd,Warwick,2,https://www.artius.com.au/,
1535,QLD,Artius Pty Ltd,Stanthorpe,4,https://www.artius.com.au/,
1536,QLD,BEST Employment Ltd,Warwick,3,https://www.best.com.au/,
1537,QLD,BEST Employment Ltd,Stanthorpe,3,https://www.best.com.au/,
1538,QLD,BEST Employment Ltd,Goondiwindi,1,https://www.best.com.au/,
1539,QLD,BEST Employment Ltd,St George,1,https://www.best.com.au/,
1540,QLD,Advanced Personnel Management,Dalby,4,https://apm.net.au/individuals/disability-employment-services,
1541,QLD,Advanced Personnel Management,Chinchilla,1,https://apm.net.au/individuals/disability-employment-services,
1542,QLD,Advanced Personnel Management,Roma,3,https://apm.net.au/individuals/disability-employment-services,
1543,QLD,Advanced Personnel Management,Surat,3,https://apm.net.au/individuals/disability-employment-services,
1544,QLD,MAX Employment,Dalby,2,,
1545,QLD,MAX Employment,Roma,3,,
1546,QLD,MAX Employment,Tara,1,,
1547,QLD,MAX Employment,Chinchilla,2,,
1548,QLD,MAX Employment,Taroom,2,,
1549,QLD,MAX Employment,Wandoan,2,,
1550,QLD,MAX Employment,Columboola,2,,
1551,QLD,Advanced Personnel Management,Dalby,5,https://apm.net.au/individuals/disability-employment-services,
1552,QLD,Advanced Personnel Management,Roma,5,https://apm.net.au/individuals/disability-employment-services,
1553,QLD,Advanced Personnel Management,Chinchilla,3,https://apm.net.au/individuals/disability-employment-services,
1554,QLD,Advanced Personnel Management,Tara,1,https://apm.net.au/individuals/disability-employment-services,
1555,SA,Personnel Placement Consultancies Pty Ltd,Maylands,2,,
1556,SA,Personnel Placement Consultancies Pty Ltd,Fullarton,2,,
1557,SA,Personnel Placement Consultancies Pty Ltd,Adelaide Bc,3,,
1558,SA,Personnel Placement Consultancies Pty Ltd,Nailsworth,1,,
1559,SA,Personnel Placement Consultancies Pty Ltd,Adelaide Bc,1,,
1560,SA,Workskil Australia,Marden,1,,
1561,SA,Workskil Australia,Adelaide,1,,
1562,SA,Workskil Australia,Aldgate,1,,
1563,SA,Barkuma Employment,Adelaide,3,https://www.barkuma.com.au/,
1564,SA,Community Bridging Services,Adelaide,3,https://communitybridgingservices.org.au/,
1565,SA,Community Bridging Services,Maylands,2,https://communitybridgingservices.org.au/,
1566,SA,Royal Society for the Blind of SA,Adelaide,3,,
1567,SA,Sureway Employment and Training,Norwood,2,,
1568,SA,Sureway Employment and Training,Adelaide,2,,
1569,SA,Sureway Employment and Training,Fullarton,2,,
1570,SA,The Maxima Group Incorporated,Norwood,3,,
1571,SA,The Maxima Group Incorporated,Adelaide,3,,
1572,SA,Workskil Australia,Marden,1,,
1573,SA,Workskil Australia,Adelaide,2,,
1574,SA,Workskil Australia,Aldgate,2,,
1575,SA,Your Employment Success ,Beulah Park,4,,
1576,SA,Advanced Personnel Management,Salisbury,4,https://apm.net.au/individuals/disability-employment-services,
1577,SA,Advanced Personnel Management,Elizabeth,5,https://apm.net.au/individuals/disability-employment-services,
1578,SA,Advanced Personnel Management,Blair Athol,3,https://apm.net.au/individuals/disability-employment-services,
1579,SA,Community Bridging Services,Elizabeth,3,https://communitybridgingservices.org.au/,
1580,SA,Community Bridging Services,Gilles Plains,3,https://communitybridgingservices.org.au/,
1581,SA,Community Bridging Services,Salisbury,2,https://communitybridgingservices.org.au/,
1582,SA,MAX Employment,Modbury,1,,
1583,SA,MAX Employment,Elizabeth,3,,
1584,SA,MAX Employment,Enfield,2,,
1585,SA,Status Employment Services,Salisbury,3,,
1586,SA,Status Employment Services,Modbury,4,,
1587,SA,Status Employment Services,Elizabeth,3,,
1588,SA,Uniting SA,Elizabeth,1,,
1589,SA,Uniting SA,Elizabeth Park,1,,
1590,SA,Uniting SA,Modbury,1,,
1591,SA,Advanced Personnel Management,Salisbury,4,https://apm.net.au/individuals/disability-employment-services,
1592,SA,Advanced Personnel Management,Elizabeth,4,https://apm.net.au/individuals/disability-employment-services,
1593,SA,Advanced Personnel Management,Blair Athol,3,https://apm.net.au/individuals/disability-employment-services,
1594,SA,atWork Australia Pty Ltd,Salisbury,2,https://www.atworkaustralia.com.au/disability-employment-services/?gclid=Cj0KCQjwqfz6BRD8ARIsAIXQCf3c_jcUn2_3kp2beqN21J8QQR_6nAJ8e1uJCGU92amUqjpfEdInHtQaAqxEEALw_wcB,
1595,SA,atWork Australia Pty Ltd,Elizabeth South,2,https://www.atworkaustralia.com.au/disability-employment-services/?gclid=Cj0KCQjwqfz6BRD8ARIsAIXQCf3c_jcUn2_3kp2beqN21J8QQR_6nAJ8e1uJCGU92amUqjpfEdInHtQaAqxEEALw_wcB,
1596,SA,atWork Australia Pty Ltd,Salisbury,3,https://www.atworkaustralia.com.au/disability-employment-services/?gclid=Cj0KCQjwqfz6BRD8ARIsAIXQCf3c_jcUn2_3kp2beqN21J8QQR_6nAJ8e1uJCGU92amUqjpfEdInHtQaAqxEEALw_wcB,
1597,SA,atWork Australia Pty Ltd,Elizabeth South,2,https://www.atworkaustralia.com.au/disability-employment-services/?gclid=Cj0KCQjwqfz6BRD8ARIsAIXQCf3c_jcUn2_3kp2beqN21J8QQR_6nAJ8e1uJCGU92amUqjpfEdInHtQaAqxEEALw_wcB,
1598,SA,atWork Australia Pty Ltd,Golden Grove,1,https://www.atworkaustralia.com.au/disability-employment-services/?gclid=Cj0KCQjwqfz6BRD8ARIsAIXQCf3c_jcUn2_3kp2beqN21J8QQR_6nAJ8e1uJCGU92amUqjpfEdInHtQaAqxEEALw_wcB,
1599,SA,Community Bridging Services,Elizabeth,3,https://communitybridgingservices.org.au/,
1600,SA,Community Bridging Services,Salisbury,3,https://communitybridgingservices.org.au/,
1601,SA,Community Bridging Services,Gilles Plains,2,https://communitybridgingservices.org.au/,
1602,SA,Job Prospects,Salisbury,3,,
1603,SA,Job Prospects,Elizabeth,3,,
1604,SA,MatchWorks,Salisbury,3,,
1605,SA,MatchWorks,Elizabeth,4,,
1606,SA,MatchWorks,Modbury,2,,
1607,SA,Multiple Solutions,Salisbury,2,,
1608,SA,Multiple Solutions,Modbury,2,,
1609,SA,Multiple Solutions,Hillcrest,1,,
1610,SA,Sureway Employment and Training,Modbury,3,,
1611,SA,Sureway Employment and Training,Elizabeth,3,,
1612,SA,Your Employment Success ,Elizabeth,1,,
1613,SA,Your Employment Success ,Windsor Gardens,2,,
1614,SA,Advanced Personnel Management,Noarlunga Centre,5,https://apm.net.au/individuals/disability-employment-services,
1615,SA,Advanced Personnel Management,Dover Gardens,5,https://apm.net.au/individuals/disability-employment-services,
1616,SA,Advanced Personnel Management,Glenelg,3,https://apm.net.au/individuals/disability-employment-services,
1617,SA,Community Bridging Services,Warradale,5,https://communitybridgingservices.org.au/,
1618,SA,Community Bridging Services,Noarlunga Centre,5,https://communitybridgingservices.org.au/,
1619,SA,Community Bridging Services,Old Reynella,5,https://communitybridgingservices.org.au/,
1620,SA,Status Employment Services,Noarlunga Centre,4,,
1621,SA,Status Employment Services,Oaklands Park,5,,
1622,SA,Status Employment Services,Oaklands Park,5,,
1623,SA,Status Employment Services,Noarlunga Centre,5,,
1624,SA,Workskil Australia,Noarlunga Centre,2,,
1625,SA,Workskil Australia,Oaklands Park,2,,
1626,SA,Workskil Australia,Melrose Park,2,,
1627,SA,Advanced Personnel Management,Noarlunga Centre,3,https://apm.net.au/individuals/disability-employment-services,
1628,SA,Advanced Personnel Management,Glenelg,3,https://apm.net.au/individuals/disability-employment-services,
1629,SA,Advanced Personnel Management,Dover Gardens,3,https://apm.net.au/individuals/disability-employment-services,
1630,SA,Advanced Personnel Management,Aldinga Beach,5,https://apm.net.au/individuals/disability-employment-services,
1631,SA,Advanced Personnel Management,Mclaren Vale,3,https://apm.net.au/individuals/disability-employment-services,
1632,SA,Advanced Personnel Management,Sellicks Beach,3,https://apm.net.au/individuals/disability-employment-services,
1633,SA,Advanced Personnel Management,Willunga,3,https://apm.net.au/individuals/disability-employment-services,
1634,SA,Community Bridging Services,Warradale,5,https://communitybridgingservices.org.au/,
1635,SA,Community Bridging Services,Noarlunga Centre,5,https://communitybridgingservices.org.au/,
1636,SA,Community Bridging Services,Old Reynella,4,https://communitybridgingservices.org.au/,
1637,SA,Hands On SA,Morphett Vale,3,,
1638,SA,Hands On SA,Clovelly Park,3,,
1639,SA,Hands On SA,Seaford,3,,
1640,SA,Hands On SA,Aberfoyle Park,3,,
1641,SA,Hands On SA,Aldinga Beach,3,,
1642,SA,Hands On SA,Brighton,3,,
1643,SA,Hands On SA,Glandore,3,,
1644,SA,Hands On SA,Hackham West,3,,
1645,SA,Hands On SA,Mclaren Vale,3,,
1646,SA,Job Prospects,Christies Beach,3,,
1647,SA,MatchWorks,Oaklands Park,3,,
1648,SA,MatchWorks,Noarlunga Centre,4,,
1649,SA,MatchWorks,Morphett Vale,5,,
1650,SA,Multiple Solutions,Christies Beach,1,,
1651,SA,Multiple Solutions,Brighton,3,,
1652,SA,Multiple Solutions,Morphett Vale,3,,
1653,SA,Sureway Employment and Training,Christies Beach,3,,
1654,SA,Sureway Employment and Training,Daw Park,3,,
1655,SA,The Maxima Group Incorporated,Mitchell Park,1,,
1656,SA,The Maxima Group Incorporated,Noarlunga Centre,1,,
1657,SA,Your Employment Success ,Westbourne Park,3,,
1658,SA,Advanced Personnel Management,Port Adelaide,5,https://apm.net.au/individuals/disability-employment-services,
1659,SA,Advanced Personnel Management,Torrensville,4,https://apm.net.au/individuals/disability-employment-services,
1660,SA,Advanced Personnel Management,Kilkenny,5,https://apm.net.au/individuals/disability-employment-services,
1661,SA,Advanced Personnel Management,Kilkenny,3,https://apm.net.au/individuals/disability-employment-services,
1662,SA,Advanced Personnel Management,Torrensville,1,https://apm.net.au/individuals/disability-employment-services,
1663,SA,Advanced Personnel Management,Port Adelaide,2,https://apm.net.au/individuals/disability-employment-services,
1664,SA,Advanced Personnel Management,Henley Beach,2,https://apm.net.au/individuals/disability-employment-services,
1665,SA,Campbell Page,Port Adelaide,2,https://disabilityemployment.org.au/provider-search/vic/383-campbell-page/2476-campbell-page/,
1666,SA,Campbell Page,Mile End,2,https://disabilityemployment.org.au/provider-search/vic/383-campbell-page/2476-campbell-page/,
1667,SA,Campbell Page,Woodville,1,https://disabilityemployment.org.au/provider-search/vic/383-campbell-page/2476-campbell-page/,
1668,SA,Campbell Page,Hindmarsh,2,https://disabilityemployment.org.au/provider-search/vic/383-campbell-page/2476-campbell-page/,
1669,SA,Status Employment Services,Kilkenny,4,,
1670,SA,Status Employment Services,Port Adelaide,3,,
1671,SA,Status Employment Services,Port Adelaide,3,,
1672,SA,Status Employment Services,Kilkenny,3,,
1673,SA,Barkuma Employment,Alberton,3,https://www.barkuma.com.au/,
1674,SA,Community Bridging Services,Kilkenny,2,https://communitybridgingservices.org.au/,
1675,SA,Community Bridging Services,Port Adelaide,3,https://communitybridgingservices.org.au/,
1676,SA,MatchWorks,Port Adelaide,3,,
1677,SA,Minda Incorporated,Underdale,3,,
1678,SA,Multiple Solutions,Woodville,3,,
1679,SA,Multiple Solutions,Torrensville,3,,
1680,SA,Sureway Employment and Training,Port Adelaide,3,,
1681,SA,WISE Employment Ltd,Mile End,5,,
1682,SA,WISE Employment Ltd,Hindmarsh,4,,
1683,SA,WISE Employment Ltd,Port Adelaide,5,,
1684,SA,Your Employment Success ,Underdale,2,,
1685,SA,Advanced Personnel Management,Mount Barker,5,https://apm.net.au/individuals/disability-employment-services,
1686,SA,Advanced Personnel Management,Strathalbyn,2,https://apm.net.au/individuals/disability-employment-services,
1687,SA,Workskil Australia,Mount Barker,3,,
1688,SA,Workskil Australia,Strathalbyn,2,,
1689,SA,The Maxima Group Incorporated,Mount Barker,5,,
1690,SA,The Maxima Group Incorporated,Strathalbyn,4,,
1691,SA,WISE Employment Ltd,Mount Barker,3,,
1692,SA,WISE Employment Ltd,Woodside,3,,
1693,SA,WISE Employment Ltd,Oakbank,3,,
1694,SA,WISE Employment Ltd,Strathalbyn,3,,
1695,SA,WISE Employment Ltd,Lobethal,3,,
1696,SA,WISE Employment Ltd,Meadows,3,,
1697,SA,WISE Employment Ltd,Milang,3,,
1698,SA,Advanced Personnel Management,Victor Harbor,4,https://apm.net.au/individuals/disability-employment-services,
1699,SA,Advanced Personnel Management,Goolwa,3,https://apm.net.au/individuals/disability-employment-services,
1700,SA,Advanced Personnel Management,Kingscote,3,https://apm.net.au/individuals/disability-employment-services,
1701,SA,Hands On SA,Victor Harbor,1,,
1702,SA,Hands On SA,Kingscote,4,,
1703,SA,Hands On SA,Victor Harbor,5,,
1704,SA,Hands On SA,Kingscote,2,,
1705,SA,Hands On SA,Goolwa,4,,
1706,SA,Hands On SA,Penneshaw,4,,
1707,SA,Hands On SA,Yankalilla,4,,
1708,SA,Workskil Australia,Victor Harbor,1,,
1709,SA,Workskil Australia,Goolwa,1,,
1710,SA,Workskil Australia,Kingscote,1,,
1711,SA,Workskil Australia,Yankalilla,1,,
1712,SA,Advanced Personnel Management,Gawler,3,https://apm.net.au/individuals/disability-employment-services,
1713,SA,Advanced Personnel Management,Nuriootpa,3,https://apm.net.au/individuals/disability-employment-services,
1714,SA,Advanced Personnel Management,Kapunda,2,https://apm.net.au/individuals/disability-employment-services,
1715,SA,Advanced Personnel Management,Dublin,1,https://apm.net.au/individuals/disability-employment-services,
1716,SA,Advanced Personnel Management,Mount Pleasant,3,https://apm.net.au/individuals/disability-employment-services,
1717,SA,Advanced Personnel Management,Eudunda,3,https://apm.net.au/individuals/disability-employment-services,
1718,SA,Personnel Placement Consultancies Pty Ltd,Gawler,2,,
1719,SA,Personnel Placement Consultancies Pty Ltd,Nuriootpa,1,,
1720,SA,Advanced Personnel Management,Gawler,3,https://apm.net.au/individuals/disability-employment-services,
1721,SA,Advanced Personnel Management,Nuriootpa,3,https://apm.net.au/individuals/disability-employment-services,
1722,SA,Advanced Personnel Management,Kapunda,2,https://apm.net.au/individuals/disability-employment-services,
1723,SA,Advanced Personnel Management,Dublin,2,https://apm.net.au/individuals/disability-employment-services,
1724,SA,Advanced Personnel Management,Eudunda,3,https://apm.net.au/individuals/disability-employment-services,
1725,SA,Advanced Personnel Management,Mount Pleasant,3,https://apm.net.au/individuals/disability-employment-services,
1726,SA,WISE Employment Ltd,Gawler,3,,
1727,SA,WISE Employment Ltd,Nuriootpa,2,,
1728,SA,WISE Employment Ltd,Kapunda,3,,
1729,SA,WISE Employment Ltd,Tanunda,3,,
1730,SA,MADEC Australia,Kadina,2,,
1731,SA,MADEC Australia,Clare,4,,
1732,SA,MADEC Australia,Yorketown,1,,
1733,SA,MADEC Australia,Maitland,2,,
1734,SA,MADEC Australia,Balaklava,2,,
1735,SA,MADEC Australia,Point Pearce,2,,
1736,SA,Personnel Placement Consultancies Pty Ltd,Kadina,1,,
1737,SA,Personnel Placement Consultancies Pty Ltd,Clare,1,,
1738,SA,Personnel Placement Consultancies Pty Ltd,Burra,1,,
1739,SA,Personnel Placement Consultancies Pty Ltd,Yorketown,1,,
1740,SA,WISE Employment Ltd,Kadina,3,,
1741,SA,WISE Employment Ltd,Clare,2,,
1742,SA,Community Bridging Services,Murray Bridge,3,https://communitybridgingservices.org.au/,
1743,SA,Community Bridging Services,Meningie,3,https://communitybridgingservices.org.au/,
1744,SA,Workskil Australia,Murray Bridge,3,,
1745,SA,Workskil Australia,Meningie,2,,
1746,SA,Workskil Australia,Lameroo,2,,
1747,SA,Workskil Australia,Raukkan,2,,
1748,SA,Workskil Australia,Pinnaroo,2,,
1749,SA,Workskil Australia,Coonalpyn,2,,
1750,SA,Community Bridging Services,Murray Bridge,3,https://communitybridgingservices.org.au/,
1751,SA,Community Bridging Services,Meningie,3,https://communitybridgingservices.org.au/,
1752,SA,Workskil Australia,Murray Bridge,1,,
1753,SA,Workskil Australia,Lameroo,1,,
1754,SA,Workskil Australia,Pinnaroo,1,,
1755,SA,Workskil Australia,Meningie,1,,
1756,SA,Workskil Australia,Coonalpyn,1,,
1757,SA,Workskil Australia,Raukkan,1,,
1758,SA,Community Bridging Services,Port Augusta,5,https://communitybridgingservices.org.au/,
1759,SA,Community Bridging Services,Whyalla,3,https://communitybridgingservices.org.au/,
1760,SA,Complete Personnel,Whyalla Stuart,1,"http://www.complete-personnel.com.au/www/CompleteEmployment/our-disability-employment-services.aspx#:~:text=The%20Disability%20Management%20Service%20(DMS,Augusta%2C%20Whyalla%20and%20Port%20Lincoln.",
1761,SA,Complete Personnel,Port Augusta,2,"http://www.complete-personnel.com.au/www/CompleteEmployment/our-disability-employment-services.aspx#:~:text=The%20Disability%20Management%20Service%20(DMS,Augusta%2C%20Whyalla%20and%20Port%20Lincoln.",
1762,SA,Community Bridging Services,Whyalla,3,https://communitybridgingservices.org.au/,
1763,SA,Community Bridging Services,Port Augusta,5,https://communitybridgingservices.org.au/,
1764,SA,WISE Employment Ltd,Whyalla,2,,
1765,SA,WISE Employment Ltd,Port Augusta,4,,
1766,SA,Community Bridging Services,Port Lincoln,4,https://communitybridgingservices.org.au/,
1767,SA,Complete Personnel,Port Lincoln,1,"http://www.complete-personnel.com.au/www/CompleteEmployment/our-disability-employment-services.aspx#:~:text=The%20Disability%20Management%20Service%20(DMS,Augusta%2C%20Whyalla%20and%20Port%20Lincoln.",
1768,SA,Community Bridging Services,Port Lincoln,4,https://communitybridgingservices.org.au/,
1769,SA,WISE Employment Ltd,Port Lincoln,4,,
1770,SA,Community Bridging Services,Port Pirie,3,https://communitybridgingservices.org.au/,
1771,SA,Community Bridging Services,Peterborough,3,https://communitybridgingservices.org.au/,
1772,SA,Uniting Country SA Incorporated,Port Pirie,1,,
1773,SA,Uniting Country SA Incorporated,Peterborough,1,,
1774,SA,Uniting Country SA Incorporated,Jamestown,1,,
1775,SA,Community Bridging Services,Port Pirie,3,https://communitybridgingservices.org.au/,
1776,SA,Community Bridging Services,Peterborough,3,https://communitybridgingservices.org.au/,
1777,SA,The Maxima Group Incorporated,Port Pirie,2,,
1778,SA,The Maxima Group Incorporated,Peterborough,2,,
1779,SA,Community Bridging Services,Berri,3,https://communitybridgingservices.org.au/,
1780,SA,Community Bridging Services,Mannum,5,https://communitybridgingservices.org.au/,
1781,SA,MADEC Australia,Berri,1,,
1782,SA,MADEC Australia,Renmark,2,,
1783,SA,MADEC Australia,Loxton,1,,
1784,SA,MADEC Australia,Waikerie,2,,
1785,SA,MADEC Australia,Mannum,1,,
1786,SA,Community Bridging Services,Berri,4,https://communitybridgingservices.org.au/,
1787,SA,Community Bridging Services,Mannum,3,https://communitybridgingservices.org.au/,
1788,SA,Community Bridging Services,Renmark,4,https://communitybridgingservices.org.au/,
1789,SA,Hands On SA,Berri,3,,
1790,SA,Hands On SA,Mannum,3,,
1791,SA,Hands On SA,Renmark,3,,
1792,SA,Hands On SA,Waikerie,3,,
1793,SA,WISE Employment Ltd,Berri,5,,
1794,SA,WISE Employment Ltd,Renmark,1,,
1795,SA,WISE Employment Ltd,Loxton,1,,
1796,SA,WISE Employment Ltd,Waikerie,1,,
1797,SA,WISE Employment Ltd,Barmera,4,,
1798,SA,WDEA Works,Mount Gambier,5,,
1799,SA,WDEA Works,Naracoorte,5,,
1800,SA,WISE Employment Ltd,Mount Gambier,3,,
1801,SA,WISE Employment Ltd,Bordertown,3,,
1802,SA,WISE Employment Ltd,Kingston Se,3,,
1803,SA,WISE Employment Ltd,Millicent,3,,
1804,SA,WISE Employment Ltd,Naracoorte,3,,
1805,SA,WISE Employment Ltd,Penola,3,,
1806,SA,WISE Employment Ltd,Robe,3,,
1807,SA,Axis Employment,Mount Gambier,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
1808,SA,Axis Employment,Naracoorte,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
1809,SA,Axis Employment,Bordertown,4,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
1810,SA,Axis Employment,Millicent,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
1811,SA,Axis Employment,Kingston Se,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
1812,SA,WISE Employment Ltd,Mount Gambier,3,,
1813,SA,WISE Employment Ltd,Bordertown,3,,
1814,SA,WISE Employment Ltd,Kingston Se,3,,
1815,SA,WISE Employment Ltd,Millicent,3,,
1816,SA,WISE Employment Ltd,Penola,3,,
1817,TAS,Advanced Personnel Management,Hobart,4,https://apm.net.au/individuals/disability-employment-services,
1818,TAS,Advanced Personnel Management,Rosny Park,3,https://apm.net.au/individuals/disability-employment-services,
1819,TAS,Advanced Personnel Management,Sorell,2,https://apm.net.au/individuals/disability-employment-services,
1820,TAS,Advanced Personnel Management,Glenorchy,4,https://apm.net.au/individuals/disability-employment-services,
1821,TAS,Advanced Personnel Management,Kingston,4,https://apm.net.au/individuals/disability-employment-services,
1822,TAS,Advanced Personnel Management,Bridgewater,2,https://apm.net.au/individuals/disability-employment-services,
